0.212027278	0.215277778	0.211132438	0.21974714
0.229386237	0.224537037	0.230966091	0.223961469
0.231246125	0.21412037	0.2296865	0.21192053
0.22132672	0.212962963	0.22840691	0.217338952
0.229386237	0.210069444	0.220729367	0.208910295
0.221946683	0.233217593	0.230326296	0.235400361
0.243025418	0.220486111	0.237364044	0.229981939
0.240545567	0.229166667	0.24184261	0.234798314
0.24116553	0.219328704	0.242482406	0.22576761
0.226286423	0.208333333	0.193857965	0.182420229
0.191568506	0.185763889	0.197056942	0.182420229
0.190948543	0.190393519	0.188739603	0.196869356
0.20582765	0.1875	0.197696737	0.181818182
0.192188469	0.204282407	0.192578375	0.212522577
0.213887167	0.196759259	0.206014075	0.195063215
0.204587725	0.195601852	0.200255918	0.189042745
0.197148171	0.190972222	0.200255918	0.195063215
0.19900806	0.181134259	0.190019194	0.175195665
0.179789213	0.177083333	0.179142674	0.180614088
0.195288283	0.175925926	0.188739603	0.175797712
0.177309361	0.166666667	0.182341651	0.170981337
0.176689399	0.172453704	0.18106206	0.175195665
0.182889027	0.190393519	0.187460013	0.191450933
0.19466832	0.175347222	0.180422265	0.169777243
0.185368878	0.181134259	0.188099808	0.180012041
0.189708617	0.191550926	0.184261036	0.192655027
0.195288283	0.196759259	0.200255918	0.193257074
0.200247985	0.189236111	0.198976328	0.186032511
0.189708617	0.173611111	0.183621241	0.175797712
0.183508989	0.178819444	0.184261036	0.188440698
0.19900806	0.195601852	0.200255918	0.202287778
0.213887167	0.204861111	0.21753039	0.200481638
0.206447613	0.196759259	0.206014075	0.193257074
0.201487911	0.201967593	0.202175304	0.202889825
0.213887167	0.205439815	0.218170186	0.211318483
0.219466832	0.224537037	0.222008957	0.232390126
0.241785493	0.228009259	0.241202815	0.231788079
0.237445753	0.235532407	0.244401791	0.245033113
0.248605084	0.285300926	0.256557901	0.279349789
0.285182889	0.27025463	0.280230326	0.264298615
0.282703038	0.278356481	0.282789507	0.278747742
0.300681959	0.283564815	0.266794626	0.252257676
0.251084935	0.243055556	0.247600768	0.252257676
0.275883447	0.263888889	0.280230326	0.260084287
0.270303782	0.251736111	0.257197697	0.24563516
0.254804712	0.255787037	0.259117083	0.267910897
0.275263484	0.259259259	0.262955854	0.244431066
0.250464972	0.236689815	0.254638516	0.2474413
0.261624303	0.257523148	0.261676264	0.266706803
0.289522629	0.266782407	0.280870122	0.265502709
0.275883447	0.299189815	0.274472169	0.311860325
0.31184129	0.293402778	0.304542546	0.290788682
0.299442033	0.279513889	0.283429303	0.271523179
0.274643521	0.251157407	0.259117083	0.251053582
0.261624303	0.243055556	0.223928343	0.215532812
0.221946683	0.201388889	0.204734485	0.199277544
0.211407316	0.200231481	0.198976328	0.18422637
0.184748915	0.179976852	0.184261036	0.190246839
0.190948543	0.178819444	0.19193858	0.183022276
0.187228766	0.171875	0.186180422	0.179409994
0.193428394	0.190393519	0.199616123	0.193859121
0.200867948	0.1875	0.195777351	0.196869356
0.201487911	0.188657407	0.204734485	0.189042745
0.187228766	0.168981481	0.165706974	0.152317881
0.14383137	0.137731481	0.134996801	0.13666466
0.127092374	0.112847222	0.095329495	0.089704997
0.090514569	0.096064815	0.090211132	0.099939795
0.099194048	0.09375	0.095329495	0.090307044
0.094854309	0.093171296	0.098528471	0.098133654
0.104153751	0.094907407	0.104286628	0.099337748
0.103533788	0.090277778	0.095329495	0.089704997
0.093614383	0.085648148	0.066538708	0.059602649
0.056416615	0.071180556	0.060140755	0.072245635
0.073775573	0.074074074	0.075495841	0.074653823
0.078735276	0.085069444	0.080614203	0.085490668
0.090514569	0.081018519	0.086372361	0.081878387
0.086794792	0.074652778	0.077415227	0.0692354
0.073775573	0.06712963	0.067818298	0.06140879
0.053316801	0.049768519	0.047984645	0.049969898
0.052696838	0.056712963	0.053103007	0.060806743
0.063236206	0.056712963	0.063339731	0.06140879
0.06633602	0.060763889	0.065259117	0.059000602
0.06199628	0.064814815	0.063339731	0.066827213
0.065716057	0.068865741	0.066538708	0.074051776
0.079975201	0.071180556	0.079974408	0.075857917
0.080595164	0.076388889	0.081253999	0.078266105
0.078735276	0.080439815	0.078055022	0.080072246
0.085554867	0.079861111	0.08509277	0.083684527
0.088034718	0.075810185	0.080614203	0.072245635
0.075635462	0.06712963	0.075495841	0.068031306
0.075015499	0.072337963	0.077415227	0.074653823
0.078115313	0.071180556	0.078694818	0.070439494
0.067575945	0.061342593	0.05950096	0.052378085
0.056416615	0.049768519	0.053103007	0.050571945
0.055796652	0.049189815	0.053742802	0.049969898
0.053936764	0.047453704	0.055022393	0.049367851
0.053316801	0.045138889	0.037747921	0.031306442
0.034097954	0.026041667	0.005118362	0.00782661
0.008059516	0.012152778	0.010236724	0.015051174
0.009299442	0.01099537	0.008957134	0.010836845
0.013639182	0.013310185	0.007677543	0.014449127
0.017358958	0.015625	0.017914267	0.016255268
0.018598884	0.01099537	0.003198976	0
0	0.009259259	0	0.003010235
0.004959702	0	0	0.001204094
0.008059516	0.015625	0.008957134	0.019265503
0.021078735	0.017361111	0.015994882	0.012642986
0.016738996	0.012731481	0.015355086	0.01384708
0.016738996	0.009259259	0.006397953	0.002408188
0.003719777	0.02662037	0.005118362	0.016857315
0.016738996	0.016782407	0.017914267	0.015653221
0.021078735	0.020833333	0.021113244	0.020469597
0.020458772	0.028356481	0.019193858	0.03371463
0.037197768	0.034143519	0.03518874	0.029500301
0.036577805	0.028356481	0.026231606	0.02769416
0.031618103	0.02662037	0.026871401	0.030704395
0.032238066	0.024305556	0.028150992	0.022877784
0.028518289	0.037615741	0.029430582	0.042745334
0.045877247	0.039930556	0.040307102	0.034316677
0.038437694	0.045138889	0.03646833	0.045153522
0.048357099	0.039930556	0.045425464	0.039735099
0.043397396	0.038194444	0.03518874	0.031908489
0.034097954	0.035300926	0.034548944	0.040337146
0.044017359	0.054398148	0.044785669	0.050571945
0.055176689	0.083333333	0.055022393	0.080674293
0.07749535	0.078125	0.077415227	0.081878387
0.081215127	0.071180556	0.076135637	0.071643588
0.076875387	0.075231481	0.070377479	0.063816978
0.065096094	0.063078704	0.065898912	0.066225166
0.068195908	0.063078704	0.070377479	0.065021072
0.068815871	0.05787037	0.05950096	0.053582179
0.058276503	0.050347222	0.045425464	0.04154124
0.04649721	0.038773148	0.025591811	0.022877784
0.024798512	0.019097222	0.008317338	0.015653221
0.018598884	0.024884259	0.018554063	0.024683925
0.027278363	0.019097222	0.02303263	0.022275738
0.024798512	0.022569444	0.021753039	0.022877784
0.0266584	0.024305556	0.028150992	0.024081878
0.027898326	0.025462963	0.028150992	0.025285972
0.029138252	0.021990741	0.025591811	0.022275738
0.0266584	0.027777778	0.027511196	0.028898254
0.03099814	0.033564815	0.033269354	0.036122818
0.037817731	0.032407407	0.038387716	0.03371463
0.036577805	0.03125	0.03518874	0.030102348
0.032858029	0.028356481	0.033909149	0.028898254
0.03099814	0.023148148	0.022392834	0.021071644
0.025418475	0.019675926	0.019193858	0.01384708
0.016119033	0.012731481	0.017914267	0.01384708
0.016738996	0.023148148	0.017274472	0.023479831
0.023558586	0.017361111	0.019193858	0.021673691
0.023558586	0.026041667	0.022392834	0.02769416
0.029758215	0.028935185	0.031349968	0.030102348
0.032858029	0.025462963	0.025591811	0.022275738
0.022318661	0.021990741	0.02431222	0.020469597
0.023558586	0.017361111	0.019833653	0.016255268
0.019218847	0.016203704	0.019833653	0.018061409
0.021698698	0.013888889	0.015355086	0.012642986
0.018598884	0.016203704	0.016634677	0.018663456
0.022938624	0.023148148	0.021753039	0.026490066
0.034717917	0.059606481	0.033909149	0.058398555
0.053316801	0.050347222	0.053742802	0.050571945
0.054556727	0.048032407	0.053742802	0.050571945
0.049597024	0.046875	0.050543826	0.051776039
0.052076875	0.045717593	0.046705054	0.040939193
0.044637322	0.04224537	0.04734485	0.046959663
0.051456913	0.056134259	0.054382598	0.059602649
0.063236206	0.053240741	0.057581574	0.055990367
0.059516429	0.053240741	0.058861164	0.051776039
0.055176689	0.058449074	0.058861164	0.058398555
0.065096094	0.064814815	0.067818298	0.065623119
0.070675759	0.061342593	0.066538708	0.06140879
0.065716057	0.05787037	0.063339731	0.059602649
0.065096094	0.06712963	0.067818298	0.065623119
0.072535648	0.068865741	0.072296865	0.071643588
0.078735276	0.086805556	0.078694818	0.08910295
